OrderDate,Customer Id,Region,OrderID,Product,Quantity,UnitPrice
4/30/2024,Cus1337,West,1016,Socks,4,20
5/31/2024,Cus1262,North,1017,Jacket,3,30
6/30/2024,Cus1303,South,1018,Gloves,12,25
7/31/2024,Cus1434,East,1019,Shoes,5,15
8/31/2024,Cus1325,West,1020,Hat,7,50
1/31/2023,Cus1054,North,1001,Shirt,5,20
2/28/2023,Cus1169,South,1002,Shoes,10,50
3/31/2023,Cus1315,East,1003,Hat,7,15
4/30/2023,Cus1468,West,1004,Socks,3,5
5/31/2023,Cus1322,North,1005,Jacket,2,60
6/30/2023,Cus1390,South,1006,Gloves,8,25
7/31/2023,Cus1113,East,1007,Shirt,12,40
8/31/2023,Cus1065,West,1008,Shoes,4,15
9/30/2023,Cus1215,North,1009,Hat,7,10
10/31/2023,Cus1487,South,1010,Socks,9,30
11/30/2023,Cus1391,East,1011,Jacket,6,35
12/31/2023,Cus1128,West,1012,Gloves,5,20
1/31/2024,Cus1075,North,1013,Shirt,8,50
2/29/2024,Cus1005,South,1014,Shoes,10,60
3/31/2024,Cus1459,East,1015,Hat,11,10
4/30/2024,Cus1308,West,1016,Socks,4,20
5/31/2024,Cus1201,North,1017,Jacket,3,30
6/30/2024,Cus1101,South,1018,Gloves,12,25
7/31/2024,Cus1182,East,1019,Shoes,5,15
8/31/2024,Cus1325,West,1020,Hat,7,50
1/31/2023,Cus1154,North,1001,Shirt,5,20
2/28/2023,Cus1454,South,1002,Shoes,10,50
3/31/2023,Cus1020,East,1003,Hat,7,15
4/30/2023,Cus1006,West,1004,Socks,3,5
5/31/2023,Cus1219,North,1005,Jacket,2,60
6/30/2023,Cus1125,South,1006,Gloves,8,25
7/31/2023,Cus1291,East,1007,Shirt,12,40
8/31/2023,Cus1440,West,1008,Shoes,4,15
9/30/2023,Cus1051,North,1009,Hat,7,10
10/31/2023,Cus1337,South,1010,Socks,9,30
11/30/2023,Cus1500,East,1011,Jacket,6,35
12/31/2023,Cus1277,West,1012,Gloves,5,20
1/31/2024,Cus1226,North,1013,Shirt,8,50
2/29/2024,Cus1419,South,1014,Shoes,10,60
3/31/2024,Cus1490,East,1015,Hat,11,10
4/30/2024,Cus1241,West,1016,Socks,4,20
5/31/2024,Cus1264,North,1017,Jacket,3,30
6/30/2024,Cus1164,South,1018,Gloves,12,25
7/31/2024,Cus1087,East,1019,Shoes,5,15
8/31/2024,Cus1479,West,1020,Hat,7,50
1/31/2023,Cus1447,North,1001,Shirt,5,20
2/28/2023,Cus1202,South,1002,Shoes,10,50
3/31/2023,Cus1307,East,1003,Hat,7,15
4/30/2023,Cus1376,West,1004,Socks,3,5
5/31/2023,Cus1396,North,1005,Jacket,2,60
6/30/2023,Cus1292,South,1006,Gloves,8,25
7/31/2023,Cus1158,East,1007,Shirt,12,40
8/31/2023,Cus1385,West,1008,Shoes,4,15
9/30/2023,Cus1258,North,1009,Hat,7,10
10/31/2023,Cus1244,South,1010,Socks,9,30
11/30/2023,Cus1302,East,1011,Jacket,6,35
12/31/2023,Cus1329,West,1012,Gloves,5,20
1/31/2024,Cus1080,North,1013,Shirt,8,50
2/29/2024,Cus1028,South,1014,Shoes,10,60
3/31/2024,Cus1122,East,1015,Hat,11,10
4/30/2024,Cus1037,West,1016,Socks,4,20
5/31/2024,Cus1301,North,1017,Jacket,3,30
6/30/2024,Cus1377,South,1018,Gloves,12,25
7/31/2024,Cus1105,East,1019,Shoes,5,15
8/31/2024,Cus1491,West,1020,Hat,7,50
1/31/2023,Cus1029,North,1001,Shirt,5,20
2/28/2023,Cus1346,South,1002,Shoes,10,50
3/31/2023,Cus1291,East,1003,Hat,7,15
4/30/2023,Cus1396,West,1004,Socks,3,5
5/31/2023,Cus1247,North,1005,Jacket,2,60
6/30/2023,Cus1229,South,1006,Gloves,8,25
7/31/2023,Cus1031,East,1007,Shirt,12,40
8/31/2023,Cus1034,West,1008,Shoes,4,15
9/30/2023,Cus1056,North,1009,Hat,7,10
10/31/2023,Cus1078,South,1010,Socks,9,30
11/30/2023,Cus1058,East,1011,Jacket,6,35
12/31/2023,Cus1107,West,1012,Gloves,5,20
1/31/2024,Cus1220,North,1013,Shirt,8,50
2/29/2024,Cus1263,South,1014,Shoes,10,60
3/31/2024,Cus1083,East,1015,Hat,11,10
4/30/2024,Cus1249,West,1016,Socks,4,20
5/31/2024,Cus1038,North,1017,Jacket,3,30
6/30/2024,Cus1483,South,1018,Gloves,12,25
7/31/2024,Cus1187,East,1019,Shoes,5,15
8/31/2024,Cus1292,West,1020,Hat,7,50
1/31/2023,Cus1192,North,1001,Shirt,5,20
2/28/2023,Cus1017,South,1002,Shoes,10,50
3/31/2023,Cus1124,East,1003,Hat,7,15
4/30/2023,Cus1079,West,1004,Socks,3,5
5/31/2023,Cus1328,North,1005,Jacket,2,60
6/30/2023,Cus1148,South,1006,Gloves,8,25
7/31/2023,Cus1175,East,1007,Shirt,12,40
8/31/2023,Cus1162,West,1008,Shoes,4,15
9/30/2023,Cus1007,North,1009,Hat,7,10
10/31/2023,Cus1090,South,1010,Socks,9,30
11/30/2023,Cus1130,East,1011,Jacket,6,35
12/31/2023,Cus1104,West,1012,Gloves,5,20
1/31/2024,Cus1382,North,1013,Shirt,8,50
2/29/2024,Cus1390,South,1014,Shoes,10,60
3/31/2024,Cus1158,East,1015,Hat,11,10
4/30/2024,Cus1165,West,1016,Socks,4,20
5/31/2024,Cus1147,North,1017,Jacket,3,30
6/30/2024,Cus1107,South,1018,Gloves,12,25
7/31/2024,Cus1188,East,1019,Shoes,5,15
8/31/2024,Cus1257,West,1020,Hat,7,50
1/31/2023,Cus1384,North,1001,Shirt,5,20
2/28/2023,Cus1343,South,1002,Shoes,10,50
3/31/2023,Cus1269,East,1003,Hat,7,15
4/30/2023,Cus1330,West,1004,Socks,3,5
5/31/2023,Cus1362,North,1005,Jacket,2,60
6/30/2023,Cus1084,South,1006,Gloves,8,25
7/31/2023,Cus1029,East,1007,Shirt,12,40
8/31/2023,Cus1070,West,1008,Shoes,4,15
9/30/2023,Cus1162,North,1009,Hat,7,10
10/31/2023,Cus1146,South,1010,Socks,9,30
11/30/2023,Cus1302,East,1011,Jacket,6,35
12/31/2023,Cus1174,West,1012,Gloves,5,20
1/31/2024,Cus1291,North,1013,Shirt,8,50
2/29/2024,Cus1402,South,1014,Shoes,10,60
3/31/2024,Cus1327,East,1015,Hat,11,10
4/30/2024,Cus1289,West,1016,Socks,4,20
5/31/2024,Cus1491,North,1017,Jacket,3,30
6/30/2024,Cus1427,South,1018,Gloves,12,25
7/31/2024,Cus1341,East,1019,Shoes,5,15
8/31/2024,Cus1442,West,1020,Hat,7,50
1/31/2023,Cus1456,North,1001,Shirt,5,20
2/28/2023,Cus1406,South,1002,Shoes,10,50
3/31/2023,Cus1273,East,1003,Hat,7,15
4/30/2023,Cus1048,West,1004,Socks,3,5
5/31/2023,Cus1101,North,1005,Jacket,2,60
6/30/2023,Cus1188,South,1006,Gloves,8,25
7/31/2023,Cus1231,East,1007,Shirt,12,40
8/31/2023,Cus1009,West,1008,Shoes,4,15
9/30/2023,Cus1349,North,1009,Hat,7,10
10/31/2023,Cus1088,South,1010,Socks,9,30
11/30/2023,Cus1202,East,1011,Jacket,6,35
12/31/2023,Cus1105,West,1012,Gloves,5,20
1/31/2024,Cus1296,North,1013,Shirt,8,50
2/29/2024,Cus1126,South,1014,Shoes,10,60
3/31/2024,Cus1290,East,1015,Hat,11,10
4/30/2024,Cus1233,West,1016,Socks,4,20
5/31/2024,Cus1244,North,1017,Jacket,3,30
6/30/2024,Cus1369,South,1018,Gloves,12,25
7/31/2024,Cus1104,East,1019,Shoes,5,15
8/31/2024,Cus1016,West,1020,Hat,7,50
1/31/2023,Cus1171,North,1001,Shirt,5,20
2/28/2023,Cus1430,South,1002,Shoes,10,50
3/31/2023,Cus1194,East,1003,Hat,7,15
4/30/2023,Cus1327,West,1004,Socks,3,5
5/31/2023,Cus1161,North,1005,Jacket,2,60
6/30/2023,Cus1079,South,1006,Gloves,8,25
7/31/2023,Cus1470,East,1007,Shirt,12,40
8/31/2023,Cus1172,West,1008,Shoes,4,15
9/30/2023,Cus1430,North,1009,Hat,7,10
10/31/2023,Cus1250,South,1010,Socks,9,30
11/30/2023,Cus1373,East,1011,Jacket,6,35
12/31/2023,Cus1173,West,1012,Gloves,5,20
1/31/2024,Cus1196,North,1013,Shirt,8,50
2/29/2024,Cus1250,South,1014,Shoes,10,60
3/31/2024,Cus1356,East,1015,Hat,11,10
4/30/2024,Cus1348,West,1016,Socks,4,20
5/31/2024,Cus1151,North,1017,Jacket,3,30
6/30/2024,Cus1410,South,1018,Gloves,12,25
7/31/2024,Cus1167,East,1019,Shoes,5,15
8/31/2024,Cus1317,West,1020,Hat,7,50
1/31/2023,Cus1347,North,1001,Shirt,5,20
2/28/2023,Cus1042,South,1002,Shoes,10,50
3/31/2023,Cus1097,East,1003,Hat,7,15
4/30/2023,Cus1115,West,1004,Socks,3,5
5/31/2023,Cus1019,North,1005,Jacket,2,60
6/30/2023,Cus1072,South,1006,Gloves,8,25
7/31/2023,Cus1346,East,1007,Shirt,12,40
8/31/2023,Cus1136,West,1008,Shoes,4,15
9/30/2023,Cus1231,North,1009,Hat,7,10
10/31/2023,Cus1072,South,1010,Socks,9,30
11/30/2023,Cus1181,East,1011,Jacket,6,35
12/31/2023,Cus1260,West,1012,Gloves,5,20
1/31/2024,Cus1291,North,1013,Shirt,8,50
2/29/2024,Cus1182,South,1014,Shoes,10,60
3/31/2024,Cus1210,East,1015,Hat,11,10
4/30/2024,Cus1259,West,1016,Socks,4,20
5/31/2024,Cus1410,North,1017,Jacket,3,30
6/30/2024,Cus1242,South,1018,Gloves,12,25
7/31/2024,Cus1207,East,1019,Shoes,5,15
8/31/2024,Cus1173,West,1020,Hat,7,50
1/31/2023,Cus1023,North,1001,Shirt,5,20
2/28/2023,Cus1367,South,1002,Shoes,10,50
3/31/2023,Cus1003,East,1003,Hat,7,15
4/30/2023,Cus1148,West,1004,Socks,3,5
5/31/2023,Cus1167,North,1005,Jacket,2,60
6/30/2023,Cus1217,South,1006,Gloves,8,25
7/31/2023,Cus1396,East,1007,Shirt,12,40
8/31/2023,Cus1392,West,1008,Shoes,4,15
9/30/2023,Cus1367,North,1009,Hat,7,10
10/31/2023,Cus1411,South,1010,Socks,9,30
11/30/2023,Cus1163,East,1011,Jacket,6,35
12/31/2023,Cus1167,West,1012,Gloves,5,20
1/31/2024,Cus1242,North,1013,Shirt,8,50
2/29/2024,Cus1323,South,1014,Shoes,10,60
3/31/2024,Cus1057,East,1015,Hat,11,10
4/30/2024,Cus1099,West,1016,Socks,4,20
5/31/2024,Cus1106,North,1017,Jacket,3,30
6/30/2024,Cus1249,South,1018,Gloves,12,25
7/31/2024,Cus1465,East,1019,Shoes,5,15
8/31/2024,Cus1267,West,1020,Hat,7,50
1/31/2023,Cus1276,North,1001,Shirt,5,20
2/28/2023,Cus1495,South,1002,Shoes,10,50
3/31/2023,Cus1457,East,1003,Hat,7,15
4/30/2023,Cus1220,West,1004,Socks,3,5
5/31/2023,Cus1098,North,1005,Jacket,2,60
6/30/2023,Cus1079,South,1006,Gloves,8,25
7/31/2023,Cus1026,East,1007,Shirt,12,40
8/31/2023,Cus1370,West,1008,Shoes,4,15
9/30/2023,Cus1317,North,1009,Hat,7,10
10/31/2023,Cus1145,South,1010,Socks,9,30
11/30/2023,Cus1055,East,1011,Jacket,6,35
12/31/2023,Cus1251,West,1012,Gloves,5,20
1/31/2024,Cus1272,North,1013,Shirt,8,50
2/29/2024,Cus1013,South,1014,Shoes,10,60
3/31/2024,Cus1190,East,1015,Hat,11,10
4/30/2024,Cus1057,West,1016,Socks,4,20
5/31/2024,Cus1091,North,1017,Jacket,3,30
6/30/2024,Cus1241,South,1018,Gloves,12,25
7/31/2024,Cus1276,East,1019,Shoes,5,15
8/31/2024,Cus1035,West,1020,Hat,7,50
1/31/2023,Cus1123,North,1001,Shirt,5,20
2/28/2023,Cus1320,South,1002,Shoes,10,50
3/31/2023,Cus1425,East,1003,Hat,7,15
4/30/2023,Cus1265,West,1004,Socks,3,5
5/31/2023,Cus1433,North,1005,Jacket,2,60
6/30/2023,Cus1494,South,1006,Gloves,8,25
7/31/2023,Cus1060,East,1007,Shirt,12,40
8/31/2023,Cus1500,West,1008,Shoes,4,15
9/30/2023,Cus1424,North,1009,Hat,7,10
10/31/2023,Cus1036,South,1010,Socks,9,30
11/30/2023,Cus1369,East,1011,Jacket,6,35
12/31/2023,Cus1330,West,1012,Gloves,5,20
1/31/2024,Cus1371,North,1013,Shirt,8,50
2/29/2024,Cus1295,South,1014,Shoes,10,60
3/31/2024,Cus1261,East,1015,Hat,11,10
4/30/2024,Cus1451,West,1016,Socks,4,20
5/31/2024,Cus1434,North,1017,Jacket,3,30
6/30/2024,Cus1354,South,1018,Gloves,12,25
7/31/2024,Cus1060,East,1019,Shoes,5,15
8/31/2024,Cus1004,West,1020,Hat,7,50
1/31/2023,Cus1425,North,1001,Shirt,5,20
2/28/2023,Cus1041,South,1002,Shoes,10,50
3/31/2023,Cus1206,East,1003,Hat,7,15
4/30/2023,Cus1243,West,1004,Socks,3,5
5/31/2023,Cus1350,North,1005,Jacket,2,60
6/30/2023,Cus1088,South,1006,Gloves,8,25
7/31/2023,Cus1136,East,1007,Shirt,12,40
8/31/2023,Cus1065,West,1008,Shoes,4,15
9/30/2023,Cus1094,North,1009,Hat,7,10
10/31/2023,Cus1138,South,1010,Socks,9,30
11/30/2023,Cus1195,East,1011,Jacket,6,35
12/31/2023,Cus1291,West,1012,Gloves,5,20
1/31/2024,Cus1181,North,1013,Shirt,8,50
2/29/2024,Cus1034,South,1014,Shoes,10,60
3/31/2024,Cus1326,East,1015,Hat,11,10
4/30/2024,Cus1063,West,1016,Socks,4,20
5/31/2024,Cus1194,North,1017,Jacket,3,30
6/30/2024,Cus1218,South,1018,Gloves,12,25
7/31/2024,Cus1271,East,1019,Shoes,5,15
8/31/2024,Cus1188,West,1020,Hat,7,50
1/31/2023,Cus1311,North,1001,Shirt,5,20
2/28/2023,Cus1055,South,1002,Shoes,10,50
3/31/2023,Cus1289,East,1003,Hat,7,15
4/30/2023,Cus1028,West,1004,Socks,3,5
5/31/2023,Cus1468,North,1005,Jacket,2,60
6/30/2023,Cus1323,South,1006,Gloves,8,25
7/31/2023,Cus1312,East,1007,Shirt,12,40
8/31/2023,Cus1486,West,1008,Shoes,4,15
9/30/2023,Cus1423,North,1009,Hat,7,10
10/31/2023,Cus1355,South,1010,Socks,9,30
11/30/2023,Cus1352,East,1011,Jacket,6,35
12/31/2023,Cus1030,West,1012,Gloves,5,20
1/31/2024,Cus1136,North,1013,Shirt,8,50
2/29/2024,Cus1144,South,1014,Shoes,10,60
3/31/2024,Cus1365,East,1015,Hat,11,10
4/30/2024,Cus1047,West,1016,Socks,4,20
5/31/2024,Cus1055,North,1017,Jacket,3,30
6/30/2024,Cus1233,South,1018,Gloves,12,25
7/31/2024,Cus1375,East,1019,Shoes,5,15
8/31/2024,Cus1189,West,1020,Hat,7,50
1/31/2023,Cus1122,North,1001,Shirt,5,20
2/28/2023,Cus1131,South,1002,Shoes,10,50
3/31/2023,Cus1438,East,1003,Hat,7,15
4/30/2023,Cus1076,West,1004,Socks,3,5
5/31/2023,Cus1261,North,1005,Jacket,2,60
6/30/2023,Cus1491,South,1006,Gloves,8,25
7/31/2023,Cus1251,East,1007,Shirt,12,40
8/31/2023,Cus1392,West,1008,Shoes,4,15
9/30/2023,Cus1361,North,1009,Hat,7,10
10/31/2023,Cus1142,South,1010,Socks,9,30
11/30/2023,Cus1418,East,1011,Jacket,6,35
12/31/2023,Cus1422,West,1012,Gloves,5,20
1/31/2024,Cus1469,North,1013,Shirt,8,50
2/29/2024,Cus1158,South,1014,Shoes,10,60
3/31/2024,Cus1419,East,1015,Hat,11,10
4/30/2024,Cus1129,West,1016,Socks,4,20
5/31/2024,Cus1346,North,1017,Jacket,3,30
6/30/2024,Cus1067,South,1018,Gloves,12,25
7/31/2024,Cus1182,East,1019,Shoes,5,15
8/31/2024,Cus1311,West,1020,Hat,7,50
1/31/2023,Cus1453,North,1001,Shirt,5,20
2/28/2023,Cus1355,South,1002,Shoes,10,50
3/31/2023,Cus1178,East,1003,Hat,7,15
4/30/2023,Cus1007,West,1004,Socks,3,5
5/31/2023,Cus1283,North,1005,Jacket,2,60
6/30/2023,Cus1017,South,1006,Gloves,8,25
7/31/2023,Cus1020,East,1007,Shirt,12,40
8/31/2023,Cus1374,West,1008,Shoes,4,15
9/30/2023,Cus1384,North,1009,Hat,7,10
10/31/2023,Cus1243,South,1010,Socks,9,30
11/30/2023,Cus1322,East,1011,Jacket,6,35
12/31/2023,Cus1320,West,1012,Gloves,5,20
1/31/2024,Cus1318,North,1013,Shirt,8,50
2/29/2024,Cus1240,South,1014,Shoes,10,60
3/31/2024,Cus1393,East,1015,Hat,11,10
4/30/2024,Cus1246,West,1016,Socks,4,20
5/31/2024,Cus1424,North,1017,Jacket,3,30
6/30/2024,Cus1254,South,1018,Gloves,12,25
7/31/2024,Cus1392,East,1019,Shoes,5,15
8/31/2024,Cus1467,West,1020,Hat,7,50
1/31/2023,Cus1389,North,1001,Shirt,5,20
2/28/2023,Cus1013,South,1002,Shoes,10,50
3/31/2023,Cus1277,East,1003,Hat,7,15
4/30/2023,Cus1359,West,1004,Socks,3,5
5/31/2023,Cus1030,North,1005,Jacket,2,60
6/30/2023,Cus1179,South,1006,Gloves,8,25
7/31/2023,Cus1268,East,1007,Shirt,12,40
8/31/2023,Cus1057,West,1008,Shoes,4,15
9/30/2023,Cus1493,North,1009,Hat,7,10
10/31/2023,Cus1177,South,1010,Socks,9,30
11/30/2023,Cus1151,East,1011,Jacket,6,35
12/31/2023,Cus1069,West,1012,Gloves,5,20
1/31/2024,Cus1364,North,1013,Shirt,8,50
2/29/2024,Cus1151,South,1014,Shoes,10,60
3/31/2024,Cus1402,East,1015,Hat,11,10
4/30/2024,Cus1422,West,1016,Socks,4,20
5/31/2024,Cus1267,North,1017,Jacket,3,30
6/30/2024,Cus1113,South,1018,Gloves,12,25
7/31/2024,Cus1394,East,1019,Shoes,5,15
8/31/2024,Cus1440,West,1020,Hat,7,50
1/31/2023,Cus1244,North,1001,Shirt,5,20
2/28/2023,Cus1111,South,1002,Shoes,10,50
3/31/2023,Cus1301,East,1003,Hat,7,15
4/30/2023,Cus1145,West,1004,Socks,3,5
5/31/2023,Cus1072,North,1005,Jacket,2,60
6/30/2023,Cus1161,South,1006,Gloves,8,25
7/31/2023,Cus1382,East,1007,Shirt,12,40
8/31/2023,Cus1130,West,1008,Shoes,4,15
9/30/2023,Cus1103,North,1009,Hat,7,10
10/31/2023,Cus1419,South,1010,Socks,9,30
11/30/2023,Cus1182,East,1011,Jacket,6,35
12/31/2023,Cus1092,West,1012,Gloves,5,20
1/31/2024,Cus1022,North,1013,Shirt,8,50
2/29/2024,Cus1057,South,1014,Shoes,10,60
3/31/2024,Cus1444,East,1015,Hat,11,10
4/30/2024,Cus1340,West,1016,Socks,4,20
5/31/2024,Cus1314,North,1017,Jacket,3,30
6/30/2024,Cus1056,South,1018,Gloves,12,25
7/31/2024,Cus1087,East,1019,Shoes,5,15
8/31/2024,Cus1401,West,1020,Hat,7,50
1/31/2023,Cus1071,North,1001,Shirt,5,20
2/28/2023,Cus1307,South,1002,Shoes,10,50
3/31/2023,Cus1264,East,1003,Hat,7,15
4/30/2023,Cus1429,West,1004,Socks,3,5
5/31/2023,Cus1402,North,1005,Jacket,2,60
6/30/2023,Cus1314,South,1006,Gloves,8,25
7/31/2023,Cus1016,East,1007,Shirt,12,40
8/31/2023,Cus1296,West,1008,Shoes,4,15
9/30/2023,Cus1420,North,1009,Hat,7,10
10/31/2023,Cus1417,South,1010,Socks,9,30
11/30/2023,Cus1017,East,1011,Jacket,6,35
12/31/2023,Cus1245,West,1012,Gloves,5,20
1/31/2024,Cus1075,North,1013,Shirt,8,50
2/29/2024,Cus1097,South,1014,Shoes,10,60
3/31/2024,Cus1327,East,1015,Hat,11,10
4/30/2024,Cus1205,West,1016,Socks,4,20
5/31/2024,Cus1069,North,1017,Jacket,3,30
6/30/2024,Cus1347,South,1018,Gloves,12,25
7/31/2024,Cus1119,East,1019,Shoes,5,15
8/31/2024,Cus1449,West,1020,Hat,7,50
1/31/2023,Cus1011,North,1001,Shirt,5,20
2/28/2023,Cus1224,South,1002,Shoes,10,50
3/31/2023,Cus1310,East,1003,Hat,7,15
4/30/2023,Cus1176,West,1004,Socks,3,5
5/31/2023,Cus1337,North,1005,Jacket,2,60
6/30/2023,Cus1460,South,1006,Gloves,8,25
7/31/2023,Cus1481,East,1007,Shirt,12,40
8/31/2023,Cus1493,West,1008,Shoes,4,15
9/30/2023,Cus1035,North,1009,Hat,7,10
10/31/2023,Cus1414,South,1010,Socks,9,30
11/30/2023,Cus1484,East,1011,Jacket,6,35
12/31/2023,Cus1392,West,1012,Gloves,5,20
1/31/2024,Cus1324,North,1013,Shirt,8,50
2/29/2024,Cus1487,South,1014,Shoes,10,60
3/31/2024,Cus1014,East,1015,Hat,11,10
4/30/2024,Cus1360,West,1016,Socks,4,20
5/31/2024,Cus1291,North,1017,Jacket,3,30
6/30/2024,Cus1225,South,1018,Gloves,12,25
7/31/2024,Cus1350,East,1019,Shoes,5,15
8/31/2024,Cus1278,West,1020,Hat,7,50
1/31/2023,Cus1168,North,1001,Shirt,5,20
2/28/2023,Cus1006,South,1002,Shoes,10,50
3/31/2023,Cus1106,East,1003,Hat,7,15
4/30/2023,Cus1333,West,1004,Socks,3,5
5/31/2023,Cus1220,North,1005,Jacket,2,60
6/30/2023,Cus1251,South,1006,Gloves,8,25
7/31/2023,Cus1173,East,1007,Shirt,12,40
8/31/2023,Cus1036,West,1008,Shoes,4,15
9/30/2023,Cus1317,North,1009,Hat,7,10
10/31/2023,Cus1473,South,1010,Socks,9,30
11/30/2023,Cus1165,East,1011,Jacket,6,35
12/31/2023,Cus1424,West,1012,Gloves,5,20
1/31/2024,Cus1227,North,1013,Shirt,8,50
2/29/2024,Cus1381,South,1014,Shoes,10,60
3/31/2024,Cus1213,East,1015,Hat,11,10
4/30/2024,Cus1302,West,1016,Socks,4,20
5/31/2024,Cus1259,North,1017,Jacket,3,30
6/30/2024,Cus1016,South,1018,Gloves,12,25
7/31/2024,Cus1082,East,1019,Shoes,5,15
8/31/2024,Cus1026,West,1020,Hat,7,50
1/31/2023,Cus1307,North,1001,Shirt,5,20
2/28/2023,Cus1344,South,1002,Shoes,10,50
3/31/2023,Cus1056,East,1003,Hat,7,15
4/30/2023,Cus1206,West,1004,Socks,3,5
5/31/2023,Cus1163,North,1005,Jacket,2,60
6/30/2023,Cus1391,South,1006,Gloves,8,25
7/31/2023,Cus1205,East,1007,Shirt,12,40
8/31/2023,Cus1068,West,1008,Shoes,4,15
9/30/2023,Cus1428,North,1009,Hat,7,10
10/31/2023,Cus1130,South,1010,Socks,9,30
11/30/2023,Cus1198,East,1011,Jacket,6,35
12/31/2023,Cus1319,West,1012,Gloves,5,20
1/31/2024,Cus1006,North,1013,Shirt,8,50
2/29/2024,Cus1227,South,1014,Shoes,10,60
3/31/2024,Cus1124,East,1015,Hat,11,10
4/30/2024,Cus1226,West,1016,Socks,4,20
5/31/2024,Cus1188,North,1017,Jacket,3,30
6/30/2024,Cus1365,South,1018,Gloves,12,25
7/31/2024,Cus1314,East,1019,Shoes,5,15
8/31/2024,Cus1170,West,1020,Hat,7,50
1/31/2023,Cus1353,North,1001,Shirt,5,20
2/28/2023,Cus1271,South,1002,Shoes,10,50
3/31/2023,Cus1008,East,1003,Hat,7,15
4/30/2023,Cus1391,West,1004,Socks,3,5
5/31/2023,Cus1366,North,1005,Jacket,2,60
6/30/2023,Cus1368,South,1006,Gloves,8,25
7/31/2023,Cus1435,East,1007,Shirt,12,40
8/31/2023,Cus1309,West,1008,Shoes,4,15
9/30/2023,Cus1214,North,1009,Hat,7,10
10/31/2023,Cus1268,South,1010,Socks,9,30
11/30/2023,Cus1049,East,1011,Jacket,6,35
12/31/2023,Cus1082,West,1012,Gloves,5,20
1/31/2024,Cus1429,North,1013,Shirt,8,50
2/29/2024,Cus1148,South,1014,Shoes,10,60
3/31/2024,Cus1347,East,1015,Hat,11,10
4/30/2024,Cus1262,West,1016,Socks,4,20
5/31/2024,Cus1398,North,1017,Jacket,3,30
6/30/2024,Cus1127,South,1018,Gloves,12,25
7/31/2024,Cus1410,East,1019,Shoes,5,15
8/31/2024,Cus1183,West,1020,Hat,7,50
1/31/2023,Cus1176,North,1001,Shirt,5,20
2/28/2023,Cus1218,South,1002,Shoes,10,50
3/31/2023,Cus1381,East,1003,Hat,7,15
4/30/2023,Cus1441,West,1004,Socks,3,5
5/31/2023,Cus1005,North,1005,Jacket,2,60
6/30/2023,Cus1345,South,1006,Gloves,8,25
7/31/2023,Cus1061,East,1007,Shirt,12,40
8/31/2023,Cus1455,West,1008,Shoes,4,15
9/30/2023,Cus1273,North,1009,Hat,7,10
10/31/2023,Cus1020,South,1010,Socks,9,30
11/30/2023,Cus1012,East,1011,Jacket,6,35
12/31/2023,Cus1074,West,1012,Gloves,5,20
1/31/2024,Cus1041,North,1013,Shirt,8,50
2/29/2024,Cus1052,South,1014,Shoes,10,60
3/31/2024,Cus1295,East,1015,Hat,11,10
4/30/2024,Cus1159,West,1016,Socks,4,20
5/31/2024,Cus1315,North,1017,Jacket,3,30
6/30/2024,Cus1069,South,1018,Gloves,12,25
7/31/2024,Cus1223,East,1019,Shoes,5,15
8/31/2024,Cus1292,West,1020,Hat,7,50
1/31/2023,Cus1040,North,1001,Shirt,5,20
2/28/2023,Cus1008,South,1002,Shoes,10,50
3/31/2023,Cus1238,East,1003,Hat,7,15
4/30/2023,Cus1112,West,1004,Socks,3,5
5/31/2023,Cus1071,North,1005,Jacket,2,60
6/30/2023,Cus1132,South,1006,Gloves,8,25
7/31/2023,Cus1091,East,1007,Shirt,12,40
8/31/2023,Cus1466,West,1008,Shoes,4,15
9/30/2023,Cus1421,North,1009,Hat,7,10
10/31/2023,Cus1404,South,1010,Socks,9,30
11/30/2023,Cus1352,East,1011,Jacket,6,35
12/31/2023,Cus1165,West,1012,Gloves,5,20
1/31/2024,Cus1443,North,1013,Shirt,8,50
2/29/2024,Cus1004,South,1014,Shoes,10,60
3/31/2024,Cus1321,East,1015,Hat,11,10
4/30/2024,Cus1006,West,1016,Socks,4,20
5/31/2024,Cus1434,North,1017,Jacket,3,30
6/30/2024,Cus1450,South,1018,Gloves,12,25
7/31/2024,Cus1082,East,1019,Shoes,5,15
8/31/2024,Cus1127,West,1020,Hat,7,50
1/31/2023,Cus1069,North,1001,Shirt,5,20
2/28/2023,Cus1353,South,1002,Shoes,10,50
3/31/2023,Cus1446,East,1003,Hat,7,15
4/30/2023,Cus1393,West,1004,Socks,3,5
5/31/2023,Cus1042,North,1005,Jacket,2,60
6/30/2023,Cus1068,South,1006,Gloves,8,25
7/31/2023,Cus1271,East,1007,Shirt,12,40
8/31/2023,Cus1243,West,1008,Shoes,4,15
9/30/2023,Cus1135,North,1009,Hat,7,10
10/31/2023,Cus1028,South,1010,Socks,9,30
11/30/2023,Cus1358,East,1011,Jacket,6,35
12/31/2023,Cus1170,West,1012,Gloves,5,20
1/31/2024,Cus1257,North,1013,Shirt,8,50
2/29/2024,Cus1275,South,1014,Shoes,10,60
3/31/2024,Cus1334,East,1015,Hat,11,10
4/30/2024,Cus1341,West,1016,Socks,4,20
5/31/2024,Cus1261,North,1017,Jacket,3,30
6/30/2024,Cus1014,South,1018,Gloves,12,25
7/31/2024,Cus1147,East,1019,Shoes,5,15
